;地图	坐标X	坐标Y	怪物名字	范围	数量	0	集中刷新坐标机率	名字颜色(0~255)	内功怪物(0,1)	国家ID		
九黎	160	219	鬼卫	150	10	6	0	19	0	0		
九黎	160	219	诛魔	150	10	6	0	19				
九黎	160	219	诛魔	150	10	6	0	19	0	0		
九黎	160	219	死侍	150	10	6	0	19				
九黎	160	219	死侍	150	10	6	0	19	0	0		
九黎	160	219	鬼王	150	1	6	0	249				
九黎	160	219	鬼王	150	1	6	0	249	0	0		
九黎	473	206	封印雕像	50	10	6	0	151				
九黎	473	206	封印雕像	50	10	6	0	151	0	0		
九黎	473	206	流放法师	50	10	6	0	151				
九黎	473	206	流放法师	50	10	6	0	151	0	0		
九黎	473	206	英雄守卫	50	10	6	0	151				
九黎	473	206	英雄守卫	50	10	6	0	151	0	0		
九黎	473	206	鬼将	150	10	6	0	19				
九黎	473	206	鬼将	150	10	6	0	19	0	0		
九黎	473	206	鬼卫	150	10	6	0	19				
九黎	473	206	鬼卫	150	10	6	0	19	0	0		
九黎	473	206	诛魔	150	10	6	0	19				
九黎	473	206	诛魔	150	10	6	0	19	0	0		
九黎	473	206	死侍	150	10	6	0	19				
九黎	473	206	死侍	150	10	6	0	19	0	0		
九黎	473	206	鬼王	150	1	6	0	249				
九黎	473	206	鬼王	150	1	6	0	249	0	0		
九黎	358	448	封印雕像	50	10	6	0	151				
九黎	358	448	封印雕像	50	10	6	0	151	0	0		
九黎	358	448	流放法师	50	10	6	0	151				
九黎	358	448	流放法师	50	10	6	0	151	0	0		
九黎	358	448	英雄守卫	50	10	6	0	151				
九黎	358	448	英雄守卫	50	10	6	0	151	0	0		
九黎	358	448	鬼将	150	10	6	0	19				
九黎	358	448	鬼将	150	10	6	0	19	0	0		
九黎	358	448	鬼卫	150	10	6	0	19				
九黎	358	448	鬼卫	150	10	6	0	19	0	0		
九黎	358	448	诛魔	150	10	6	0	19				
九黎	358	448	诛魔	150	10	6	0	19	0	0		
九黎	358	448	死侍	150	10	6	0	19				
九黎	358	448	死侍	150	10	6	0	19	0	0		
九黎	358	448	鬼王	150	1	6	0	249				
九黎	358	448	鬼王	150	1	6	0	249	0	0		
九黎	168	490	封印雕像	50	10	6	0	151				
九黎	168	490	封印雕像	50	10	6	0	151	0	0		
九黎	168	490	流放法师	50	10	6	0	151				
九黎	168	490	流放法师	50	10	6	0	151	0	0		
九黎	168	490	英雄守卫	50	10	6	0	151				
九黎	168	490	英雄守卫	50	10	6	0	151	0	0		
九黎	168	490	鬼将	150	10	6	0	19				
九黎	168	490	鬼将	150	10	6	0	19	0	0		
九黎	168	490	鬼卫	150	10	6	0	19				
九黎	168	490	鬼卫	150	10	6	0	19	0	0		
九黎	168	490	诛魔	150	10	6	0	19				
九黎	168	490	诛魔	150	10	6	0	19	0	0		
九黎	168	490	死侍	150	10	6	0	19				
九黎	168	490	死侍	150	10	6	0	19	0	0		
九黎	168	490	鬼王	150	1	6	0	249				
九黎	168	490	鬼王	150	1	6	0	249	0	0		
;流放之地						0						
D415	48	42	流放卫士	20	10	3	0	154	0	0		
D415	48	42	流放勇士	20	10	3	0	154	0	0		
D415	48	42	流放法师	20	10	3	0	154	0	0		
D415	48	42	流放护卫	20	10	3	0	154	0	0		
D415	48	42	流放卫士	20	10	3	0	154				
D415	48	42	流放勇士	20	10	3	0	154				
D415	48	42	流放法师	20	10	3	0	154				
D415	48	42	流放护卫	20	10	3	0	154				
D415	48	42	迷失罪恶狂徒	20	1	12	0	70				
流放之地	100	100	流放卫士	200	15	3	0	154	0	0		
流放之地	100	100	流放勇士	200	15	3	0	154	0	0		
流放之地	100	100	流放法师	200	15	3	0	154	0	0		
流放之地	100	100	流放护卫	200	15	3	0	154	0	0		
流放之地	100	100	流放卫士	200	15	3	0	154				
流放之地	100	100	流放勇士	200	15	3	0	154				
流放之地	100	100	流放法师	200	15	3	0	154				
流放之地	100	100	流放护卫	200	15	3	0	154				
流放之地	100	100	迷失罪恶狂徒	200	2	6	0	70				
流放之地	100	100	清风送礼[福利BOSS]2	1	1	12	0	253				
;峡谷之巅						0						
峡谷之巅	150	150	峡谷魔珠	300	20	3	0	2	0	0		
峡谷之巅	150	150	峡谷蝙蝠	300	20	3	0	2	0	0		
峡谷之巅	150	150	峡谷天蝎	300	20	3	0	2	0	0		
峡谷之巅	150	150	峡谷巨魔	300	20	3	0	2	0	0		
峡谷之巅	150	150	峡谷魔珠	300	20	3	0	2				
峡谷之巅	150	150	峡谷蝙蝠	300	20	3	0	2				
峡谷之巅	150	150	峡谷天蝎	300	20	3	0	2				
峡谷之巅	150	150	峡谷巨魔	300	20	3	0	2				
峡谷之巅	150	150	峡谷恶魔	100	1	6	0	70				
峡谷宝藏	25	25	峡谷魔珠	50	25	3	0	2	0	0		
峡谷宝藏	25	25	峡谷蝙蝠	50	10	3	0	2	0	0		
峡谷宝藏	25	25	峡谷巨魔	50	10	3	0	2	0	0		
峡谷宝藏	25	25	峡谷魔珠	50	25	3	0	2				
峡谷宝藏	25	25	峡谷蝙蝠	50	10	3	0	2				
峡谷宝藏	25	25	峡谷巨魔	50	10	3	0	2				
峡谷宝藏	25	25	峡谷恶魔	20	2	6	0	70				
峡谷宝藏	25	25	清风送礼[福利BOSS]2	1	1	12	0	253				
;英雄之地						0						
D416	50	40	英雄护卫	30	10	3	0	5	0	0		
D416	50	40	英雄守卫	30	10	3	0	5	0	0		
D416	50	40	英雄将军	30	10	3	0	5	0	0		
D416	50	40	英雄祭祀	30	2	3	0	5	0	0		
D416	50	40	英雄护卫	30	10	3	0	5				
D416	50	40	英雄守卫	30	10	3	0	5				
D416	50	40	英雄将军	30	10	3	0	5				
D416	50	40	英雄祭祀	30	2	3	0	5				
D416	50	40	英雄霸主	30	1	12	0	5				
英雄之地	50	50	英雄护卫	100	15	3	0	5	0	0		
英雄之地	50	50	英雄守卫	100	15	3	0	5	0	0		
英雄之地	50	50	英雄将军	100	15	3	0	5	0	0		
英雄之地	50	50	英雄祭祀	100	5	3	0	5	0	0		
英雄之地	50	50	英雄护卫	100	15	3	0	5				
英雄之地	50	50	英雄守卫	100	15	3	0	5				
英雄之地	50	50	英雄将军	100	15	3	0	5				
英雄之地	50	50	英雄祭祀	100	5	3	0	5				
英雄之地	52	51	英雄霸主	1	2	6	0	70				
英雄之地	52	51	清风送礼[福利BOSS]2	1	1	12	0	253				
;封印之地						0						
D414	49	41	封印射手	20	10	3	0	9	0	0		
D414	49	41	封印雕像	20	10	3	0	9	0	0		
D414	49	41	封印修罗	20	10	3	0	9	0	0		
D414	49	41	封印尸王	20	5	3	0	9	0	0		
D414	49	41	封印魔王	20	1	12	0	70				
D414	49	41	封印射手	20	10	3	0	9				
D414	49	41	封印雕像	20	10	3	0	9				
D414	49	41	封印修罗	20	10	3	0	9				
D414	49	41	封印尸王	20	5	3	0	9				
封印之地	100	100	封印雕像	200	15	3	0	9	0	0		
封印之地	100	100	封印射手	200	15	3	0	9	0	0		
封印之地	100	100	封印修罗	200	15	3	0	9	0	0		
封印之地	100	100	封印尸王	200	5	3	0	9	0	0		
封印之地	100	100	封印雕像	200	15	3	0	9				
封印之地	100	100	封印射手	200	15	3	0	9				
封印之地	100	100	封印修罗	200	15	3	0	9				
封印之地	100	100	封印尸王	200	5	3	0	9				
封印之地	100	100	封印魔王	200	2	6	0	70				
封印之地	100	100	清风送礼[福利BOSS]2	1	1	12	0	253				
;想思墓穴						0						
相思墓穴一层	70	70	远古红野猪	150	20	3	0	128				
相思墓穴一层	70	70	远古黑野猪	150	20	3	0	128				
相思墓穴一层	70	70	远古白野猪	150	20	3	0	128				
相思墓穴一层	70	70	远古蝎卫	150	20	3	0	128				
相思墓穴一层	70	70	远古暴躁猪魔	150	1	12	0	249				
相思墓穴二层	70	70	远古红野猪	150	15	3	0	128	0	0		
相思墓穴二层	70	70	远古黑野猪	150	15	3	0	128	0	0		
相思墓穴二层	70	70	远古白野猪	150	15	3	0	128	0	0		
相思墓穴二层	70	70	远古蝎卫	150	15	3	0	128	0	0		
相思墓穴二层	70	70	远古红野猪	150	15	3	0	128				
相思墓穴二层	70	70	远古黑野猪	150	15	3	0	128				
相思墓穴二层	70	70	远古白野猪	150	15	3	0	128				
相思墓穴二层	70	70	远古蝎卫	150	15	3	0	128				
相思墓穴二层	100	100	远古暴躁猪魔	200	1	12	0	249				
相思墓穴三层	100	100	远古红野猪	200	15	3	0	128	0	0		
相思墓穴三层	100	100	远古黑野猪	200	15	3	0	128	0	0		
相思墓穴三层	100	100	远古白野猪	200	15	3	0	128	0	0		
相思墓穴三层	100	100	远古蝎卫	200	15	3	0	128	0	0		
相思墓穴三层	100	100	远古红野猪	200	15	3	0	128				
相思墓穴三层	100	100	远古黑野猪	200	15	3	0	128				
相思墓穴三层	100	100	远古白野猪	200	15	3	0	128				
相思墓穴三层	100	100	远古蝎卫	200	15	3	0	128				
相思墓穴三层	100	100	远古暴躁猪魔	200	2	6	0	249				
相思墓穴三层	100	100	清风送礼[福利BOSS]2	1	1	12	0	253				
;寂静神殿						0						
寂静神殿一层	50	50	寂静护卫	100	20	3	0	151				
寂静神殿一层	50	50	寂静法师	100	20	3	0	151				
寂静神殿一层	50	50	寂静勇士	100	20	3	0	151				
寂静神殿一层	50	50	寂静统领	100	1	6	0	151				
寂静神殿一层	50	50	寂静之主※霸主	100	1	15	0	249				
寂静神殿二层	50	50	寂静护卫	100	20	3	0	151				
寂静神殿二层	50	50	寂静法师	100	20	3	0	151				
寂静神殿二层	50	50	寂静勇士	100	20	3	0	151				
寂静神殿二层	50	50	寂静统领	100	2	6	0	151				
寂静神殿二层	50	50	寂静之主※霸主	100	1	15	0	249				
寂静神殿三层	50	50	寂静护卫	100	15	3	0	151	0	0		
寂静神殿三层	50	50	寂静法师	100	15	3	0	151	0	0		
寂静神殿三层	50	50	寂静勇士	100	15	3	0	151	0	0		
寂静神殿三层	50	50	寂静统领	100	2	6	0	151	0	0		
寂静神殿三层	50	50	寂静护卫	100	15	3	0	151				
寂静神殿三层	50	50	寂静法师	100	15	3	0	151				
寂静神殿三层	50	50	寂静勇士	100	15	3	0	151				
寂静神殿三层	50	50	寂静统领	100	2	6	0	151				
寂静神殿三层	50	50	寂静之主※霸主	100	1	12	0	249				
寂静神殿四层	50	50	寂静护卫	100	15	3	0	151	0	0		
寂静神殿四层	50	50	寂静法师	100	15	3	0	151	0	0		
寂静神殿四层	50	50	寂静勇士	100	15	3	0	151	0	0		
寂静神殿四层	50	50	寂静统领	100	3	6	0	151	0	0		
寂静神殿四层	50	50	寂静护卫	100	15	3	0	151				
寂静神殿四层	50	50	寂静法师	100	15	3	0	151				
寂静神殿四层	50	50	寂静勇士	100	15	3	0	151				
寂静神殿四层	50	50	寂静统领	100	3	6	0	151				
寂静神殿四层	50	50	寂静之主※霸主	100	1	9	0	249				
寂静神殿四层	50	50	清风送礼[福利BOSS]2	1	1	12	0	253				
寂静神殿五层	20	20	寂静护卫	100	15	3	0	151	0	0		
寂静神殿五层	20	20	寂静法师	100	15	3	0	151	0	0		
寂静神殿五层	20	20	寂静勇士	100	15	3	0	151	0	0		
寂静神殿五层	20	20	寂静统领	100	5	3	0	151	0	0		
寂静神殿五层	20	20	寂静护卫	100	15	3	0	151				
寂静神殿五层	20	20	寂静法师	100	15	3	0	151				
寂静神殿五层	20	20	寂静勇士	100	15	3	0	151				
寂静神殿五层	20	20	寂静统领	100	5	3	0	151				
寂静神殿五层	15	18	寂静之主※霸主	1	2	6	0	249				
寂静神殿五层	15	18	清风送礼[福利BOSS]2	1	1	12	0	253				
;虫穴						0						
虫穴一层	50	50	鬼牙蛛	100	20	3	0	222				
虫穴一层	50	50	致命毒蝎	100	20	3	0	23				
虫穴一层	50	50	天影魔蛛	100	20	3	0	60				
虫穴一层	50	50	三头王蛇	100	20	3	0	168				
虫穴一层	75	72	玄冥化身莽	100	1	6	0	70				
虫穴一层	75	72	上古变异虫王	100	1	15	0	249				
虫穴二层	50	50	鬼牙蛛	100	20	3	0	222				
虫穴二层	50	50	致命毒蝎	100	20	3	0	23				
虫穴二层	50	50	天影魔蛛	100	20	3	0	60				
虫穴二层	50	50	三头王蛇	100	20	3	0	168				
虫穴二层	75	72	玄冥化身莽	100	2	6	0	70				
虫穴二层	75	72	上古变异虫王	100	1	15	0	249				
虫穴三层	60	60	鬼牙蛛	120	15	3	0	222	0	0		
虫穴三层	60	60	致命毒蝎	120	15	3	0	23	0	0		
虫穴三层	60	60	天影魔蛛	120	15	3	0	60	0	0		
虫穴三层	60	60	三头王蛇	120	15	3	0	168	0	0		
虫穴三层	75	72	玄冥化身莽	100	1	6	0	70	0	0		
虫穴三层	60	60	鬼牙蛛	120	15	3	0	222				
虫穴三层	60	60	致命毒蝎	120	15	3	0	23				
虫穴三层	60	60	天影魔蛛	120	15	3	0	60				
虫穴三层	60	60	三头王蛇	120	15	3	0	168				
虫穴三层	75	72	玄冥化身莽	100	1	6	0	70				
虫穴三层	75	72	上古变异虫王	100	1	12	0	249				
虫穴四层	70	70	鬼牙蛛	150	15	3	0	222	0	0		
虫穴四层	70	70	致命毒蝎	150	15	3	0	23	0	0		
虫穴四层	70	70	天影魔蛛	150	15	3	0	60	0	0		
虫穴四层	70	70	三头王蛇	150	15	3	0	168	0	0		
虫穴四层	75	72	玄冥化身莽	100	2	6	0	70	0	0		
虫穴四层	70	70	鬼牙蛛	150	15	3	0	222				
虫穴四层	70	70	致命毒蝎	150	15	3	0	23				
虫穴四层	70	70	天影魔蛛	150	15	3	0	60				
虫穴四层	70	70	三头王蛇	150	15	3	0	168				
虫穴四层	75	72	玄冥化身莽	100	2	6	0	70				
虫穴四层	75	72	上古变异虫王	100	1	9	0	249				
虫穴四层	75	72	清风送礼[福利BOSS]2	1	1	12	0	253				
虫穴五层	70	70	鬼牙蛛	150	15	3	0	222	0	0		
虫穴五层	70	70	致命毒蝎	150	15	3	0	23	0	0		
虫穴五层	70	70	天影魔蛛	150	15	3	0	60	0	0		
虫穴五层	70	70	三头王蛇	150	15	3	0	168	0	0		
虫穴五层	75	72	玄冥化身莽	1	3	6	0	70	0	0		
虫穴五层	70	70	鬼牙蛛	150	15	3	0	222				
虫穴五层	70	70	致命毒蝎	150	15	3	0	23				
虫穴五层	70	70	天影魔蛛	150	15	3	0	60				
虫穴五层	70	70	三头王蛇	150	15	3	0	168				
虫穴五层	75	72	玄冥化身莽	1	3	6	0	70				
虫穴五层	84	79	上古变异虫王	1	2	6	0	249				
虫穴五层	84	79	清风送礼[福利BOSS]2	1	1	12	0	253				
;群魔城堡						0						
D616	58	58	英雄护卫	50	15	3	0	131	0	0		
D616	58	58	英雄守卫	50	15	3	0	132	0	0		
D616	58	58	英雄祭祀	50	15	3	0	191	0	0		
D616	58	58	英雄护卫	50	15	3	0	131				
D616	58	58	英雄守卫	50	15	3	0	132				
D616	58	58	英雄祭祀	50	15	3	0	191				
D616	58	58	通天教主	30	1	12	0	249				
群魔城堡	15	15	英雄护卫	30	15	3	0	131	0	0		
群魔城堡	15	15	英雄守卫	30	15	3	0	132	0	0		
群魔城堡	15	15	英雄祭祀	30	15	3	0	191	0	0		
群魔城堡	15	15	英雄护卫	30	15	3	0	131				
群魔城堡	15	15	英雄守卫	30	15	3	0	132				
群魔城堡	15	15	英雄祭祀	30	15	3	0	191				
群魔城堡	15	15	通天教主	30	2	6	0	249				
群魔城堡	15	15	清风送礼[福利BOSS]2	1	1	12	0	253				
;九黎皇宫						0						
D2004	48	43	流放卫士	50	15	3	0	187	0	0		
D2004	48	43	流放勇士	50	15	3	0	228	0	0		
D2004	48	43	流放法师	50	15	3	0	232	0	0		
D2004	48	43	流放卫士	50	15	3	0	187				
D2004	48	43	流放勇士	50	15	3	0	228				
D2004	48	43	流放法师	50	15	3	0	232				
D2004	48	43	持国天王	50	1	12	0	249				
九黎皇宫	25	25	流放卫士	50	15	3	0	187	0	0		
九黎皇宫	25	25	流放勇士	50	15	3	0	228	0	0		
九黎皇宫	25	25	流放法师	50	15	3	0	232	0	0		
九黎皇宫	25	25	流放卫士	50	15	3	0	187				
九黎皇宫	25	25	流放勇士	50	15	3	0	228				
九黎皇宫	25	25	流放法师	50	15	3	0	232				
九黎皇宫	25	25	持国天王	50	2	6	0	249				
九黎皇宫	25	25	清风送礼[福利BOSS]2	1	1	12	0	253				
;恶魔之心						0						
D613	55	56	峡谷魔珠	50	15	3	0	171	0	0		
D613	55	56	峡谷蝙蝠	50	15	3	0	229	0	0		
D613	55	56	峡谷巨魔	50	15	3	0	251	0	0		
D613	55	56	峡谷魔珠	50	15	3	0	171				
D613	55	56	峡谷蝙蝠	50	15	3	0	229				
D613	55	56	峡谷巨魔	50	15	3	0	251				
D613	55	56	人面魔珠	50	1	12	0	249				
恶魔之心	10	10	峡谷魔珠	15	15	3	0	171	0	0		
恶魔之心	10	10	峡谷蝙蝠	15	15	3	0	229	0	0		
恶魔之心	10	10	峡谷巨魔	15	15	3	0	251	0	0		
恶魔之心	10	10	峡谷魔珠	15	15	3	0	171				
恶魔之心	10	10	峡谷蝙蝠	15	15	3	0	229				
恶魔之心	10	10	峡谷巨魔	15	15	3	0	251				
恶魔之心	10	10	人面魔珠	20	2	6	0	249				
恶魔之心	10	10	清风送礼[福利BOSS]2	1	1	12	0	253				
;潜龙峡谷						0						
D617	50	73	鬼将	60	15	3	0	198	0	0		
D617	50	73	鬼卫	60	15	3	0	254	0	0		
D617	50	73	诛魔	60	15	3	0	253	0	0		
D617	50	73	鬼将	60	15	3	0	198				
D617	50	73	鬼卫	60	15	3	0	254				
D617	50	73	诛魔	60	15	3	0	253				
D617	50	73	上古大妖	1	1	12	0	249				
潜龙峡谷	64	27	鬼将	100	15	3	0	198	0	0		
潜龙峡谷	64	27	鬼卫	100	15	3	0	254	0	0		
潜龙峡谷	64	27	诛魔	100	15	3	0	253	0	0		
潜龙峡谷	64	27	鬼将	100	15	3	0	198				
潜龙峡谷	64	27	鬼卫	100	15	3	0	254				
潜龙峡谷	64	27	诛魔	100	15	3	0	253				
潜龙峡谷	64	27	上古大妖	100	2	6	0	249				
潜龙峡谷	64	27	清风送礼[福利BOSS]2	1	1	12	0	253				
;失落之地						0						
D615	51	46	封印雕像	80	15	3	0	156	0	0		
D615	51	46	封印修罗	80	15	3	0	158	0	0		
D615	51	46	封印尸王	80	15	3	0	241	0	0		
D615	51	46	封印雕像	80	15	3	0	156				
D615	51	46	封印修罗	80	15	3	0	158				
D615	51	46	封印尸王	80	15	3	0	241				
D615	51	46	紫微大帝	1	1	12	0	249				
失落之地	36	32	封印雕像	20	15	3	0	156	0	0		
失落之地	36	32	封印修罗	20	15	3	0	158	0	0		
失落之地	36	32	封印尸王	20	15	3	0	241	0	0		
失落之地	36	32	封印雕像	20	15	3	0	156				
失落之地	36	32	封印修罗	20	15	3	0	158				
失落之地	36	32	封印尸王	20	15	3	0	241				
失落之地	36	32	紫微大帝	1	2	6	0	249				
失落之地	36	32	清风送礼[福利BOSS]2	1	1	12	0	253				
;九幽洞						0						
D2003	151	173	远古蝎卫	100	30	3	0	159	0	0		
D2003	151	173	鬼将	100	30	3	0	150	0	0		
D2003	151	173	死侍	100	30	3	0	146	0	0		
D2003	151	173	远古蝎卫	100	15	3	0	159				
D2003	151	173	鬼将	100	15	3	0	150				
D2003	151	173	死侍	100	15	3	0	146				
D2003	151	173	上古巨魔	1	1	12	0	249				
九幽洞	50	50	远古蝎卫	100	15	3	0	159	0	0		
九幽洞	50	50	鬼将	100	15	3	0	150	0	0		
九幽洞	50	50	死侍	100	15	3	0	146	0	0		
九幽洞	50	50	远古蝎卫	100	15	3	0	159				
九幽洞	50	50	鬼将	100	15	3	0	150				
九幽洞	50	50	死侍	100	15	3	0	146				
九幽洞	50	50	上古巨魔	100	2	6	0	249				
九幽洞	50	50	清风送礼[福利BOSS]2	1	1	12	0	253				
;======================三大陆天合关地图========================						0						
;落日神殿						0						
天合关	436	310	落日守卫	500	50	10	0	96	0	0		
天合关	436	310	落日勇士	500	50	10	0	96	0	0		
天合关	436	310	落日护法	500	50	10	0	96	0	0		
天合关	436	310	落日将军	500	15	10	0	251	0	0		
天合关	436	310	落日战神	500	1	10	0	249	0	0		
天合关	436	310	献祭者	500	50	10	0	96	0	0		
天合关	436	310	陪葬品	500	50	10	0	96	0	0		
天合关	436	310	信徒	500	50	10	0	96	0	0		
天合关	436	310	恶毒的祭祀	500	15	10	0	251	0	0		
天合关	436	310	法外狂徒	500	1	10	0	249	0	0		
天合关	436	310	清风送礼[福利BOSS]3	1	1	12	0	253				
天合关	436	310	落日守卫	500	50	10	0	96				
天合关	436	310	落日勇士	500	50	10	0	96				
天合关	436	310	落日护法	500	50	10	0	96				
天合关	436	310	落日将军	500	15	10	0	251				
天合关	436	310	落日战神	500	1	10	0	249				
天合关	436	310	献祭者	500	50	10	0	96				
天合关	436	310	陪葬品	500	50	10	0	96				
天合关	436	310	信徒	500	50	10	0	96				
天合关	436	310	恶毒的祭祀	500	15	10	0	251				
天合关	436	310	法外狂徒	500	1	10	0	249				
;乱葬岗						0						
乱葬岗	100	100	坟尸	200	30	3	0	255	0	0		
乱葬岗	100	100	掘墓者	200	30	3	0	190	0	0		
乱葬岗	100	100	枯骨灵刃	200	30	3	0	175	0	0		
乱葬岗	100	100	亡灵战将	200	3	3	0	70	0	0		
乱葬岗	100	100	坟尸	200	30	3	0	255				
乱葬岗	100	100	掘墓者	200	30	3	0	190				
乱葬岗	100	100	枯骨灵刃	200	30	3	0	175				
乱葬岗	100	100	亡灵战将	200	3	3	0	70				
乱葬岗	100	100	重生之骷髅王	200	3	6	0	249				
乱葬岗	117	188	清风送礼[福利BOSS]3	1	1	12	0	253				
;石魁牧野						0						
石魁牧野	50	50	夜罗刹	100	20	3	0	191	0	0		
石魁牧野	50	50	嗜血僵尸	100	20	3	0	168	0	0		
石魁牧野	50	50	邪恶异蛇	100	20	3	0	149	0	0		
石魁牧野	50	50	邪恶力士	100	3	3	0	70	0	0		
石魁牧野	50	50	夜罗刹	100	20	3	0	191				
石魁牧野	50	50	嗜血僵尸	100	20	3	0	168				
石魁牧野	50	50	邪恶异蛇	100	20	3	0	149				
石魁牧野	50	50	邪恶力士	100	3	3	0	70				
石魁牧野	50	50	石魁	100	3	6	0	249				
石魁牧野	82	26	清风送礼[福利BOSS]3	0	1	12	0	253				
;古八阵						0						
古八阵	100	100	圣地雕像	200	20	3	0	139	0	0		
古八阵	100	100	圣地卫士	200	20	3	0	146	0	0		
古八阵	100	100	圣地射手	200	20	3	0	255	0	0		
古八阵	100	100	圣地邪蝎	200	3	3	0	70	0	0		
古八阵	100	100	圣地雕像	200	30	3	0	139				
古八阵	100	100	圣地卫士	200	30	3	0	146				
古八阵	100	100	圣地射手	200	30	3	0	255				
古八阵	100	100	圣地邪蝎	200	3	3	0	70				
古八阵	100	100	圣地教主	200	3	6	0	249				
古八阵	100	100	清风送礼[福利BOSS]3	1	1	12	0	253				
;泰摩高地						0						
泰摩高地	102	94	邪恶楔蛾	200	30	3	0	255	0	0		
泰摩高地	102	94	邪恶红野猪	200	30	3	0	147	0	0		
泰摩高地	102	94	邪恶黑野猪	200	30	3	0	89	0	0		
泰摩高地	102	94	邪恶白野猪	200	4	3	0	70	0	0		
泰摩高地	102	94	邪恶楔蛾	200	30	3	0	255				
泰摩高地	102	94	邪恶红野猪	200	30	3	0	147				
泰摩高地	102	94	邪恶黑野猪	200	30	3	0	89				
泰摩高地	102	94	邪恶白野猪	200	4	3	0	70				
泰摩高地	102	94	邪恶野猪之王	200	3	6	0	249				
泰摩高地	121	75	清风送礼[福利BOSS]3	1	1	12	0	253				
;万兽森林						0						
0100	11	14	树妖	10	3	3	0	250				
0100	11	14	食魔花	10	3	3	0	241				
0100	11	14	邪恶树精	10	3	3	0	251				
0100	11	14	千年树精	10	1	3	0	70				
0100	11	14	树妖	10	3	3	0	250	0	0		
0100	11	14	食魔花	10	3	3	0	241	0	0		
0100	11	14	邪恶树精	10	3	3	0	251	0	0		
0100	11	14	千年树精	10	1	3	0	70	0	0		
万兽森林	150	200	树妖	200	50	3	0	250	0	0		
万兽森林	150	200	食魔花	200	50	3	0	241	0	0		
万兽森林	150	200	邪恶树精	200	50	3	0	251	0	0		
万兽森林	150	200	千年树精	200	5	3	0	70	0	0		
万兽森林	150	200	树妖	200	50	3	0	250				
万兽森林	150	200	食魔花	200	50	3	0	241				
万兽森林	150	200	邪恶树精	200	50	3	0	251				
